,Unnamed: 0,tweet_text,sentiment,emojis
999,50026,fairseokjin Desculpa a demora para responder cristalzinho 💕💕💕 Mas hj não estou nada bem com os resultados das eleições (,0,"['💕', '💕', '💕']"
1000,50040,Obrigada aos amigos ex bolsominions que estão virando votos por nossa democracia. Não aos discursos de ódio. Mais amor por favor. Vem vc também HaddadPresidente )! 😍 https//t.co/Svk1CFGdqh,1,['😍']
1001,50041,Os Procurados do Aranha SHAREfactory™ https//t.co/EsrfIoHYEY Segue a live!! Deixa aquele like se inscreva no nosso canal e ative as notificações D Vamos simbora meu povo v https//t.co/Ph8NAMAiGw,1,['™']
1002,50109,majuzaoi então eu tbm sou mulher hétero e só consigo pensar nos bem próximos a mim e eu penso nesse próximo governo como vai ser minha profissão com tanta censura (((( muita força pra eles 🙏🙏,0,"['🙏', '🙏']"
1003,50134,saycaah De boa Carlinha 3 A gentr se respeita e é isso q vença a democracia ) Independente do governo que for vamos as ruas se o cara estiver sendo cuzao e é isso ai Agr uns emojis pq eu sei q c gosta 😂😂😂😂😂🤪,1,"['😂', '😂', '😂', '😂', '😂', '🤪']"
1004,50177,cairoevertx Que coisa mais triste de se ler... ( É o ego inflado pelas ideias exaltadas do fascista nos últimos dias. Mas vc é muito melhor do que isso mais forte e corajoso. Estamos juntos viu? 💕,0,['💕']
1005,50278,vivioliveiral meu Deus... ((((( força! ❤️ admiro vc conseguir falar sobre política com a sua família pq eu não consigo,0,['❤']
1006,50359,Tenta ouvir a música sem dançar! p Cláudia Caramelo 🎶 no Love on Top. loveontoptvi https//t.co/vqFCDDj1Ed,1,['🎶']
1007,50468,Imagina o show em Porto Alegre 😹!!! Huhuhu!!! Pela democracia brasileira HaddadSim )! https//t.co/fplj016YE4,1,['😹']
1008,50526,damnemme Putz ( Eu gosto mt do Chomsky mas ele é anarquista e fez umas declarações mt ideológicas e pouco políticas da URSS mas é um grande pensador e ativista dos nossos tempos Um dos primeiros livros de política q li foi dele e inclusive usei como base da primeira aula q dei 😎,0,['😎']
1009,50539,E mais uma NOVIDADE desta vez em Montalegre ) Moradia a 10 min da Vila de Montalegre e 15 min da cidade de Chaves com um terraço que proporciona umas excelentes vistas. Pronta a habitar &lt3 Saiba mais em ➡️ https//t.co/uhVaPe4W5c venda montalegre solveira prontoahabitar https//t.co/s2HJADderN,1,['➡']
1010,50547,iFood oi estou tendo um problema grave aqui Estou triste por causa das eleições ( Me da um cupomzinho pra eu descontar a tristeza com umas esfirras salgadas e doces 😢,0,['😢']
1011,50557,mc rahell nos alertou um tempo atrás vai da PT vai da. vai PT vai da 13 e ✅ rapaziada. um feriado abençoado à todos D,1,['✅']
1012,50625,victoriiamnz tocaobarco De todos nós ( infelizmente a politica de compra de votos é muito grande as pessoas falam em conscientização mas não mudam mas estamos felizes e tranquilos com nossos 7 mil votos limpos e vamos continuar assim. E obrigada meninas pelo apoio ✨❤️,0,"['✨', '❤']"
1013,50641,Camilamog hahahahaha sério???? criei faz uns dias. Tava pensando vou ouvir umas músicas pra esquecer um pouco essa tristeza política fui pro Spotify e acabei criando essa playlist. Falhei rude. Passa o link da tua aí! ✊ ),1,['✊']
1014,50683,Não tem coisa pior que discutir com o bff por causa de política [8/10 1241] Cruz ❤ eu aceito perder uma eleição mas não aceito perder você ( [8/10 1241] Ribeiro / grr Só faz merda queria descer a porrada nesse filho da puta,0,['❤']
1015,50709,taedorokv Mlr é difícil mesmo todo dia vai ser uma batalha e a gente vai precisar de paciência persistência e resiliência não tem pra onde correr especialmente com o rumo que a política tá tomando ( Força bebê a gente consegue 💜,0,['💜']
1016,50757,Os Procurados do Aranha SHAREfactory™ https//t.co/EsrfIoHYEY Segue a live!! Deixa aquele like se inscreva no nosso canal e ative as notificações D Vamos simbora meu povo v https//t.co/G0TDEBv0C5,1,['™']
1017,50773,sadvxrus aaii melhoras nene (( vai dar tudo certo na escola e voce vai melhorar tão rapido que voce nem vai perceber!! eu to com medo das eleições também 😔😔 eu espero que ele nao entre e que se entrar (o que nao vai acontecer pois tenho fé) o parlamento vai ser decente,0,"['😔', '😔']"
1018,50780,se vc é burro tipo eu assim cala a boca mano aceita que vc não sabe nada de política ) e se vc sabe alguma coisa fica na sua aí tbm cara pq de nada adianta discutir com mente fechada de gente ignorante 😴🤷🏼‍♀️,1,"['😴', '🤷', '🏼', '♀']"
1019,50812,SrtaJac_ JaaqueKnorpp Surta_da nathanbuteraz “arrancado é agressivo fofa ) enfim chega de papo né? a lei/democracia estão aí mas se vc ainda acha que a artista agiu de modo certo fazer o quê? 🤷🏻‍♀️,1,"['🤷', '🏻', '♀']"
1020,50832,[PORTO FELIZ e REGIÃO] Não percam!! Nosso primeiro encontro será dia 27/10 na faculdade FAMO. Venha aprender ou conhecer um pouco mais de C ❤️ Esperamos vocês! Inscrições ou dúvidas https//t.co/rzGGdEVc8o Ou me chamem em PV ) developersbr mvp mvpbr mvpbuzz https//t.co/rJzYSzdz47,1,['❤']
1021,50853,Os Procurados do Aranha SHAREfactory™ https//t.co/EsrfIoHYEY Segue a live!! Deixa aquele like se inscreva no nosso canal e ative as notificações D Vamos simbora meu povo v https//t.co/m6DUJ6rXlU,1,['™']
1022,50879,Jopevianas nao to querendo mudar opniao de ngm ( ate pq nem sei se vc vota entao 🤷🏻‍♀️ ) so to tentando fazer a minha parte como cidadã e mostrando o meu posicionamento a democracia ta ai pra isso ne pra gente expor fatos e pontos de vistas ),1,"['🤷', '🏻', '♀']"
1023,50905,aylawaves ( toma um cházinho tenta relaxar ficar quentinha dormir um pouquinho escutando a música fav aí depois q estiver se sentindo bem tenta estudar. E caso de tudo errado nas eleições tente se concentrar em coisas divertidas tente n ficar muito nervosa senão piora. Melhoras❤️,0,['❤']
1024,50918,Chateada e não é com a política ( 💔 nosso coração custa a entender certas coisas,0,['💔']
1025,50945,Os Procurados do Aranha SHAREfactory™ https//t.co/EsrfIoHYEY Segue a live!! Deixa aquele like se inscreva no nosso canal e ative as notificações D Vamos simbora meu povo v https//t.co/gLXLGTXVd9,1,['™']
1026,50987,Os Procurados do Aranha SHAREfactory™ https//t.co/EsrfIoHYEY Segue a live!! Deixa aquele like se inscreva no nosso canal e ative as notificações D Vamos simbora meu povo v https//t.co/lnOwRVdFfE,1,['™']
1027,51015,Pleisteixo2 Digo o mesmo. Só tô dizendo pra gente não escolher quem justamente quer acabar com a democracia e a possibilidade de votarmos nas próximas eleições )) abração! ❤️,1,['❤']
1028,51044,Pronto ? Vai acabar a palhaçada ? Saudades do face com memes e brigas por time de futebol. Cadê as fotos  os vídeos de gatos 😂 ... Não aguento mais política ) !!!,1,['😂']
1029,51243,https//t.co/zT1iLpfVWT 🎥 Primeiro torneio de PUBG Mobile em Portugal ) É já este fim-de-semana inscreve-te já!! PUBGMOBILE PUBGMOBILE PUBG_PT PUBGMBRASIL https//t.co/pMI1aoy5uQ,1,['🎥']
1030,51296,Desde 1985 (redemocratização) só dois presidentes completaram seu mandato. Caso isso não ocorra novamente podemos ter Manuella D'Ávila General Mourão ou Kátia Abreu na presidência. 💣 Quem vota em um vota no outro ),1,['💣']
1031,51324,MarinaSilva aí se dependesse de mim você já teria sido eleita há anos ( Fico muito triste pq a população não enxerga a solução no meio da polarização ideológica 😔😔,0,"['😔', '😔']"
1032,51328,UNI___MRJJONG jairbolsonaro Beleza 😀 pode deixar ) Bom domingo,1,['😀']
1033,51389,jairbolsonaro Recebe na bala que é assim que invasor de propriedade privada deve ser recebido!! )❤,1,['❤']
1034,51485,UNI___MRJJONG jairbolsonaro Quanta agressividade ❤️ fica em paz more... fica compartilhando aí seus vídeos de kpop and leave me alone! Beijos e bom domingo ),1,['❤']
1035,51516,com jairbolsonaro como presidente vou poder realizar meu sonho de ter uma arma ) 🔫😎 quem tentar me assaltar leva bala no meio da cara,1,"['🔫', '😎']"
1036,51703,tesla_bolado babiagnes fernandoresen gigiohydrant GuilhermeBoulos Nossa que insulto agora to chateadissima! Ah não 😭😭😭😭😭😭 um estranho idiota da internet acha meu gato feio! (((,0,"['😭', '😭', '😭', '😭', '😭', '😭']"
1037,51729,cirogomes Eu sinto sua falta. ❤ (,0,['❤']
1038,51768,eumeninarocha vitinsza babiagnes fernandoresen gigiohydrant GuilhermeBoulos Olha eu também espero porque eu realmente estou com medo de andar na rua ( Muito obrigada pela conversa também! Você foi super educada e não debochou em momento algum queria que tivesse mais gente como você também 🖤,0,['🖤']
1039,51846,VRetorno jairbolsonaro Bolson✡️ro Fico estressadinha com estas coisas um fulano que repassa informação da esquerda e dá como análise correta -(,0,['✡']
1040,51912,Hoje a azulinha está repleta de charme e encantos! Está no seu destino de eleição na ilha de Santorini! ) Obrigado pela foto Exma MIPereira. ❤ ReginaMare AdultsOnly Imerovigli Santorini Arquipélago Cyclades Greece MarEgeu Grécia ViagemàVista ViagemàVistaPeloMundo https//t.co/P8om4WXsPt,1,['❤']
1041,51970,cirogomes declara apoio a jairbolsonaro D👍,1,['👍']
1042,51981,TV GLOBOSTA ao vivo reproduz o que está acontecendo na real D sem fake news!!! 🤣😂😂😃😅😁😁 https//t.co/DBv3y9Ada7,1,"['🤣', '😂', '😂', '😃', '😅', '😁', '😁']"
1043,52067,luisnassif cirogomes incluindo essa questão do escolher o adversário que seja mais conveniente ao protegido ) - em Todos os Homens do Presidente isso aparece a 1h41min do filme. Vale a pena rever os encontros de Woodward com sua fonte. É estarrecedor... 🙂,1,['🙂']
1044,52095,Ao menos isso senhor ) No Ceará o cirogomes ficou a frente e no NÉ ele não foi o mais votado em nenhum estado 👐 https//t.co/J96YcObRcX,1,['👐']
1045,52167,Santa Catarina legal o amor dos outros estado 😊 legal o respeito da opnião dos outros &gt twitter em época de eleição é uma bosta D,1,['😊']
1046,52200,milasunroses É fake news ( tá desatualizadissima inclusive 💔😹 https//t.co/JIYNXH67Tp,0,"['💔', '😹']"
1047,52249,Estou feliz por minha influência minha avó (que não votamassss) e minha mãe conseguiram 5 pessoas contra o coiso ) vão votar no cirogomes 🙏🏻,1,"['🙏', '🏻']"
1048,52253,RaphCM Sim ( mas eu entendo a galera com pouco estudo ser desinformada. Foda é aturar brother q estudou a vida toda em colégio particular espalhando fake news 🤷🏻‍♀️,0,"['🤷', '🏻', '♀']"
1049,52357,Pior que n adianta ( quem recebe e propaga as fake news por WhatsApp não tá nem aí 😟 https//t.co/QRqYxeuiWw,0,['😟']
1050,52360,AI A PESSOA PEGA E BLOQUEIA VC DAS REDES SOCIAIS PQ VOCE É A FAVOR DE BOBO QUIRIDAAAAAAAAAAAAAAA OBRIGADA POR TER ME EXCLUIDO GATAAAAAAAAAAAAAAAAAA HÁ TEMPOS QUE QUERIA EXCLUIR VC MAS ESTAVA SEM GRAÇA SABE AI GRAÇASSS A ESSA ELEIÇÃO VC BLOQUEOU TE AGRADEÇO IMENSAMENTE! )🙏,1,['🙏']
1051,52432,draculies amiga faz meses q nao vou pro meu pai (( to sem paciencia pq ele eh bozominion qd as eleiçao acabar eu vou pra la jogar c vc 💗💗💗💗,0,"['💗', '💗', '💗', '💗']"
1052,52435,dinahctrl LaurenJauregui pois é pelo q eu entendi é so pra quem mora lá é tipo uma eleição ( por nada 💜,0,['💜']
1053,52484,( obrigada por tudo sempre você cirogomes 💘 https//t.co/Vn1iuac5bw,0,['💘']
1054,52504,danilo1pereira Hola there is your unroll Thread by AZzacchi Aproveitando a onda de combate à corrupção tenho uma notícia CHOCANTE para vocês - Corrupção não é a maior ameaça à de […] https//t.co/M3gHnX0DMK Enjoy ) 🤖,1,['🤖']
1055,52512,cirogomes me desculpe eu só queria que tu fosse presidente ( 🌺,0,['🌺']
1056,52525,encontrei todos meus candidatos no méier ❤️ só faltou a taliriapetrone ( amanhã só vai dar 50 amém,0,['❤']
1057,52542,apodrecendo jairbolsonaro Salvei o seu tuit aqui D só pro caso de ser false flag 😉 https//t.co/fWsUgM0Vwi,1,['😉']
1058,52589,Ong_anna_ 💗🍄🍰💌 pack linda iti meu nene hyunjin (( (desculpa a demora eu tava pesquisando meus candidatos pro dia de hoje 😔✊),0,"['💗', '🍄', '🍰', '💌', '😔', '✊']"
1059,52639,GiMG__ nana_decolores estevao_vargas Tarik_mohad estadoir8nico Sempre! Minas e o Brasil inteiro. 🇧🇷💚💛 ) Recebi uma ligação de um amigo de SP q se filiou ao Novo feliz c os resultados mas não sabia do Zema. Vários amigos q votaram no Zema irão votar na Tia Anastácia no 2 turno. É o mió qui tá tenu.Rigor moral c a seleção de candidatos?ha,1,"['💚', '💛']"
1060,52645,cirogomes não fica tristinho bê saiba que você tem o amor das melhores pessoas. uma pena que o ódio fala mais alto nesse pais ((( 💗💗,0,"['💗', '💗']"
1061,52724,_leiteminho 💗🍄🍰🐾💌 nossa seu fixado é tão lindooooooo (((((((( meu nenem (desculpa a demora eu tava pesquisando meus candidatos pro dia de hoje 😔✊),0,"['💗', '🍄', '🍰', '🐾', '💌', '😔', '✊']"
1062,52755,lwtmoncher ai espero que você esteja certe mas é muito difícil tô vendo gente de várias cidades falando que ele ganhou lá os candidatos do partido dele subindo de carona na popularidade dele ( é difícil não se desesperar. mas obrigada angel 🌸,0,['🌸']
1063,52811,Os meus amigos da produção estão a todo vapor! 🚂 Ontem todos vocês conheceram a minha nova música tema (e o candidatos hilários também!). ) Já imaginou o trabalho que deu para produzir tudo isso? 😲 Assista ao making of exclusivo e saiba como tudo foi feito. 😌 Dê o play! ▶ https//t.co/vLgEeqrJzT,1,"['🚂', '😲', '😌', '▶']"
1064,52853,jairbolsonaro ETA POXXXAAAAAAA ) 😂👉👉,1,"['😂', '👉', '👉']"
1065,52858,Metal7marcos não tem para onde correr......... Vai ter uma nova eleição cedo ou mais tarde.. kkkk a diferença é que a 1 eleição quem escolhe os candidatos são os caciques dos PARTIDOS P 🥴😂😂,1,"['🥴', '😂', '😂']"
1066,52927,Não acredito que o cirogomes roubou meu coração mas não está em primeiro 😰😰😰 perdendo todas as esperanças (,0,"['😰', '😰', '😰']"
1067,52945,Muito bom dia! D Agora 13ºC. Máxima de 27ºC para este 7 de outubro de 2018 domingo! ☀️ Dia de eleição! Em seguida repórteres na rua com a cobertura durante o domingo todo. Informe-se com a gente https//t.co/1BnIWAuO3H https//t.co/DE2fw9SCeL,1,['☀']
1068,52961,Alô cirogomes ainda te quero. ( 💔,0,['💔']
1069,52962,perdão meu presidente ( aqui no Ceará a gente reconhece teu trabalho! 🧡 cirogomes,0,['🧡']
1070,53062,) Pra Mim Evangélico Que Apoia jairbolsonaro  Merece Ser Os Primeiros Há Levar Uns Tiros ... 🔫,1,['🔫']
1071,53173,FernandoHoliday jairbolsonaro Fernando  tomará vc esteja certo  e estamos juntos ) ! 🗳17 🇧🇷,1,['🗳']
1072,53219,cirogomes ANJO PEÇO DESCULPAS EM NOME DO BRASIL ( tenta de novo daqui a 4 anos por favor 😞,0,['😞']
1073,53225,Just_another_fn fmggaraujo RomualdoADV jairbolsonaro JoelAlexandreM FlavioBolsonaro joicehasselmann 😅 ah sim! Desculpa ),1,['😅']
1074,53302,jairbolsonaro vou lhe enviar alguns links com fotos e videos pois acho que são importantes para ajudar o senhor a vencer as eleições tem que estar bem informado vou enviar uns 15 tweets leia todos por favor com atenção ) boa sorte amanhã 👍🙂,1,"['👍', '🙂']"
1075,53321,lari_albuquerqe cirogomes Não saiu o e (( Mas é o Cirão da massa ❤️,0,['❤']
1076,53332,Caros candidatos (todos mesmo seja a deputado seja a senador..todos) independentemente de quem ganhar as eleições espero que os eleitos cumpram suas propostas e não sejam injustos e desonestos com o povo ) Ah não temos voz só nas eleições. Nem apenas voz ação. Boa noite✨,1,['✨']
1077,53335,Bom dia!Tudo bom?Domingo chuvosoaff!Já cumpri com meu Dever de Cidadãjá voteiamo a minha seçãoé sempre bem poucas pessoas e hoje sai ganhando não tinha ninguémfui a primeira 😍 espero que meus candidatos vençamficaria feliz se pelo menos um vencesse ).Agora só...,1,['😍']
1078,53351,📢 Atenção Candidatos do ProcessoSeletivoIFRS 2019-1 📝 Estão abertas as inscrições para o processo seletivo de estudantes do IFRS. 👉 As inscrições podem ser feitas pelo site https//t.co/o5n0QnUHT4 D Venha fazer parte do nosso MundoIFRS https//t.co/bvGc0yBsJv,1,"['📢', '📝', '👉']"
1079,53475,eu pedi pra fazer uma metadinha lula + haddad com a camilly no wpp e ela me ignorou 👉 ((((((,0,['👉']
1080,53506,MCL_4_7_2012 Elaine12605915 1berto_mendes marcelosushiman renanbout Haddad_Fernando acho q não hein eu não gosto muito de terra mato mosquito essas coisas ( vou ter que achar outra coisa poxa 😭😭,0,"['😭', '😭']"
1081,53598,que era a expectativa de frutas cítricas auxiliam no meu candidato é the way too ) ❤️,1,['❤']
1082,53672,Haddad_Fernando Tchau 👋 PT ),1,['👋']
1083,53682,Ai gente tadinho dele ((( ele poderia se chamar bolsonaro poxa ate pq né  o próprio não se chama jair bolsonaro é primeiro nome. E agora gente? Como ele vai comprar? Poxa vidaaa 😩😩😩 https//t.co/1vw8KY6qxc,0,"['😩', '😩', '😩']"
1084,53902,E não não estou defendendo candidato nenhum. ) Eu nem voto 😂,1,['😂']
1085,53919,gewehr_41 nadsonms victorolivweira Francis96504914 honeymoonvr eita_carolis Haddad_Fernando Eh porque graças a as políticas públicas eu que vim de ensino público faço engenharia em uma universidade pública ) coisa que eu não teria chance caso não existisse o Sisu ) boa tarde ❤️,1,['❤']
1086,53933,fer_costa Eu não sei ( A cada dia que passa o medo me consome . E eu nem sei a quem temo mais o candidato ou seus eleitores 😔,0,['😔']
1087,54021,Bminasi BurgerKingBR jairbolsonaro CarlosBolsonaro Bostonaro representa intolerância e tudo de pior e adoecido que vemos hoje na sociedade. Parabéns BurguerKingBR ❤️🏳️‍🌈 Lindíssimos arrasaram muito. Eleitores do EleNão podiam ser bloqueados da existência também. ),1,"['❤', '🏳', '🌈']"
1088,54038,matheusweyh não é muito se sentir sozinha é outra coisa. é tipo um FORMIGAMENTO de angústia ou sei lá. eu consigo sentir e ilustrar mentalmente mas não descrever hahahaha ( obrigada de qualquer forma tamo junto 💛 EleNão,0,['💛']
1089,54059,Vou mudar um pouco o meu conteúdo aqui no Feed.... Pra você que ama gatíneos.....vai uma coleção de 16 bichanos dentro de suas caixas. ) Aí eu te pergunto o catioro está dentro da caixa com os gatos? Spoiler EleNão (é verdade esse BILETE) 🤣 https//t.co/HvqtOr6Kqh,1,['🤣']
1090,54080,MarcoGorgar Saluti you can read it here Thread by afffmulher Thread Bolsonaro desmaios orações facadas câncer (?) &ampamp teoria da conspiração. p.s. não tem figura pq eu fiquei […] https//t.co/8K9ZQILZa7 Enjoy ) 🤖,1,['🤖']
1091,54112,Apenas Um jovem tentando suportar tamanho preconceito a sociedade diz que ja não tem mais jeito pra mim ... 🎵 é Assim que me vejo falando daqui a alguns anos se o seu candidato Homofóbico ganhar (,0,['🎵']
1092,54127,aaai é o Lula ❤️ só achei pesado a parte do preso ( kkkk https//t.co/V2bqL68316,0,['❤']
1093,54137,5 - em questão de política quem você gostaria que fosse presidente? — era p ser o ciro ( mas agora é haddad 13 🤪 https//t.co/n2tKmEDHUB,0,['🤪']
1094,54202,jrpilar Hola please find the unroll here Thread by afffmulher Thread Bolsonaro desmaios orações facadas câncer (?) &ampamp teoria da conspiração. p.s. não tem figura pq eu fiquei […] https//t.co/8K9ZQILZa7 Enjoy ) 🤖,1,['🤖']
1095,54246,E o dia vai terminando diferente ) fiz essa arte ae 😸💩🇧🇷. Disponível em HD caso alguém tenha interesse ) elenao caixa2 caixa2dobolsonaro bolsonaro arma gun 3d 3dmodeling… https//t.co/xVxelRSa7p,1,"['😸', '💩']"
1096,54272,BeteGalo MARCOPENA13 AndreCoreu GuilhermeBoulos ai Bete! ❤️ meu aniversario vamos comemorar amanhã. Queria q vc viesse (,0,['❤']
1097,54294,mvmamoo já ia dizer AEEE mas aí li o resto -( eu tô tentando fazer minha avó votar no Haddad mas já foi meio complicado convencer ela a não votar no bonoro 🤧,0,['🤧']
1098,54341,Haddad_Fernando Meud Deus! Que tristeza isso....sem palavras... Torcendo para que isso nao vire algo corriqueiro... -( Eu q sempre vou nessa regiao agora ja penso duas vzs antes de ir....mto triste 😔,0,['😔']
1099,54414,folha Mas vai ser o resultado ) haddad ♥️,1,['♥']
1100,54502,lisandramts13 luisnassif Vergonhoso mesmo ( ainda bem que Lula nao tá preso Haddad não foi aberto em processo por corrupção nem Manuela D'Ávila foi o avião da Odebrecht graças a Deus o PT é limpo 🙏,0,['🙏']
1101,54544,MaiconLpj Tarik_mohad vanessa__teles dabessssss melhorjair17 Haddad_Fernando Percebi só to respondendo pq sai agr do trabalho e ja to indo p outro vc pelo jeito passa o dia fazendo isso ) me fala então bonitao como q foi feito pra um país se livrar da ditadura sem uso de força 😍,1,['😍']
1102,54561,Johnny_PSL pecesiqueira ai quanta agressividade ( tá triste q seu candidato é um mentiroso corrupto?( fica não dá tempo de votar 13 ❤️,0,['❤']
1103,54566,drsoarespmw hudsonbonatto hakeru_chan Mikalins tá preso mesmo mas não sai da boca de vocês. parece uma fixação psicológica mesmo. e meu voto é no haddad não no lula ) continua aí defendendo seu 📦2⃣,1,['📦']
1104,54621,O Lula precisa morrer LOGO Bolsonaro não dá — Precisa demais!!!!! RIP Lula -(((( 🙏🏼 https//t.co/eMvbYrs5oS,0,"['🙏', '🏼']"
1105,54622,Eu não gosto de sentir a energia de pessoas ruins me afeta muito ( Sorte que minha amiga Marina sabe disso e tá sempre do meu lado desviando de gente cuzona💙💙💙,0,"['💙', '💙', '💙']"
1106,54748,derf_odeveza Ah sim é bem possível que agora os 22% vá votar. 😂😂😂 eles devem amar mto o pT para irem no segundo turno. ) mas é isso aí.. a esperança é a última que morre o Luladrão boicotou o cirogomes e não quis abrir mão desta eleição por causa do poder agora irá colher a derrota.,1,"['😂', '😂', '😂']"
1107,54837,lucianalobato Haddad_Fernando ManuelaDavila consplibertina claro! 💜 lá é osidius também ),1,['💜']
1108,54838,bahia182 mramurilo Haddad_Fernando Kkkk relaxa! Não tenho vergonha de assumir e lutar pelo que defendo ) Pra mim é até questão de orgulho! E me orgulho muito da mulher que sou !! 🤛🏻💪🏻,1,"['🤛', '🏻', '💪', '🏻']"
1109,54849,Weverson_07 Hello the unroll you asked for Thread by mjcosta_ Vai aqui uma sequência de tweets com os principais pontos do programa de governo do Haddad peço que deem RT em todos 1 […] https//t.co/FXO9eRW8k2 Enjoy ) 🤖,1,['🤖']
1110,54994,UtilIdiota jairbolsonaro oi vem cá anjo. vamo conversar sobre corrupção então ❤️ ou sobre o kit gay ) fala aí pra nós da onde você tirou essas notícias?,1,['❤']
1111,55028,Kodoji Mais do que já são ambos? 🤣 O mais interessante é que isso acontecem em toda eleição mas o problema é que agora baixaram o nível p,1,['🤣']
1112,55127,Novadireita1 cris_melllo tatizesd aleandroeng mramurilo Haddad_Fernando jairbolsonaro Pois é! Triste! Apelam ( Por que não dão uma chance de tentar melhorar?? 🤷🏼‍♀️,0,"['🤷', '🏼', '♀']"
1113,55171,E os inteligentíssimos Bolsominions dizem que votarão nesta família para por um fim na corrupção hahahahahaha!!! Ingenuidade e ignorância misturadas sempre produzem maus resultados! Triste Brasil!! -( -P 🤮 https//t.co/av1NrSaxvK,0,['🤮']
1114,55185,RosaLacinho jairbolsonaro Obrigadoo! 👍 ),1,['👍']
1115,55192,cirogomes eu fiquei muito triste com o resultado do 1 turno mas saiba que eu e todo o Ceará te amamos volta pra gente 💖 e fizemos o possivel mas não deu ( https//t.co/FKUtwfBhIR,0,['💖']
1116,55316,brendacastrum tomara ❤❤❤ mas sei lá ando sem esperança... só consigo pensar que se as pessoas tão morrendo e sendo marcadas com suástica antes dessa eleição não sei se tem mais volta ( e eu não consigo mais achar que me esconder é vida não ajsjsjsjks,0,"['❤', '❤', '❤']"
1117,55461,Bminasi BurgerKingBR jairbolsonaro CarlosBolsonaro Parabéns BurgerKingBR 🎉🎉 vou até furar meu regime e comer aí no FDS ),1,"['🎉', '🎉']"
1118,55463,Bolsoneas jairbolsonaro Ahhh...o mesmo nome da minha vózinha... )😍,1,['😍']
1119,55565,dinossauroyoshi Hola there is your unroll Thread by leandrobeguoci Eu li quase todos os projetos de lei do Bolsonaro como deputado. E percebi que em 2017 dois projetos destoaram da sua […] https//t.co/4wWkCgu8z8 Enjoy ) 🤖,1,['🤖']
1120,55621,MarcelloCCPires FernandaCec1995 Marcello você é um robô do Bolsonaro? D Conheça nossa coleção em nossa loja 👉🏼 ↪ B17 SHOP - https//t.co/dJKRLcqDss https//t.co/RLCB5z2nQU,1,"['👉', '🏼', '↪']"
1121,55708,Obrigada pelo voto de confiança e mensagem _bibigoomes . Por hora nossa política de patrocínios e parcerias já está fechada mas estamos encaminhado seu contato para nosso banco de contatos ok? ) Boa sorte e vai lá e arrasa!! Chega lá e Eudora!💜,1,['💜']
1122,55713,loiciniv Bonjour please find the unroll here Thread by afffmulher Thread Bolsonaro desmaios orações facadas câncer (?) &ampamp teoria da conspiração. p.s. não tem figura pq eu fiquei […] https//t.co/8K9ZQILZa7 Enjoy ) 🤖,1,['🤖']
1123,55747,maorcs Hola please find the unroll here Thread by mayberavenna Thread Bolsonaro desmaios orações facadas câncer (?) &ampamp teoria da conspiração. p.s. não tem figura pq eu fiquei […] https//t.co/8K9ZQILZa7 Enjoy ) 🤖,1,['🤖']
1124,55749,gilrosane SanSantos_72 Você é uma robô do Bolsonaro gilrosane ? D Conheça nossa coleção em nossa loja online 👉🏼 ↪ B17 SHOP - https//t.co/dJKRLcqDss https//t.co/mbfMp8au55,1,"['👉', '🏼', '↪']"
1125,55757,Tá tendo podcast sobre a democracia brasileira em risco do Anticast junto com o Xadrez Verbal ☺️👌🏼 quase a junção completa do que tava brisando hj. Mas os 3 são mtu foda! Escutem q é sucesso )),1,"['☺', '👌', '🏼']"
1126,55776,MonicaVivaBR Hallo the unroll you asked for Thread by afffmulher Thread Bolsonaro desmaios orações facadas câncer (?) &ampamp teoria da conspiração. p.s. não tem figura pq eu fiquei […] https//t.co/8K9ZQILZa7 Enjoy ) 🤖,1,['🤖']
1127,55781,eu explicando Vargas na moral porque os caras tavam falando sobre AIB e ANL tudo ao contrário Integralista é fascista ANL é antifascista e comunista eles que fizeram a Intentona Comunista mas fascismo é de esquerda ) eu sem comentários pra fomentar😒,1,['😒']
1128,55811,Jeancarvaraujo 1 - JEAN QUANTO TEMPO!!!!!!!!! AAAAAAAAAA 💙💙💙💙💙💙💙💙 2 - eu gostava tanto do governo do Eduardo Paes como prefeito eu queria MT que ele fosse nosso governador ( não eh possível que o outro feio tá ganhando tanta força gente NÃO EH POSSÍVEL,0,"['💙', '💙', '💙', '💙', '💙', '💙', '💙', '💙']"
1129,55828,rgusso Olá! Você deve acessar nosso site e conferir nosso quadro de vagas disponíveis clique aqui https//t.co/GNJdOGQ9o1. Desejamos boa sorte! ) ✈✈,1,"['✈', '✈']"
1130,55830,pt  tenho o boy mais querido de todos  invejem se !! amo te ) ❤ https//t.co/7klBt8ZEIh,1,['❤']
1131,55832,Eu tenho varias tristezas nessas eleições mas eu tenho 1 grande decepção! ( Que um dia eu possa superar! 😞,0,['😞']
1132,55861,Hoje meu professor preferido da facul começou o assunto sobre eleições e disse que está com medo do que pode acontecer com ele ( Quase levantei e fui dar um abraço porque também estou temeroso 🆘️,0,['🆘']
1133,55886,Tmj moçada SHAREfactory™ https//t.co/EsrfIoHYEY Segue a live!! Deixa aquele like se inscreva no nosso canal e ative as notificações D Vamos simbora meu povo v https//t.co/mYaJ04cApK,1,['™']
